cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
1880613,-2355000,,,23817000,,47132000
1880661,25393000,,1034876000,11314024000,,7815309000
1881487,-17500000,,,3020900000,988100000,1896800000
1881551,9194630,,,6651876,-12183292,18835168
1881592,-328000,,,282700000,77462000,205238000
1882198,-768658,,,4694169,-19420404,19946662
1882464,-153178,,,6965505,-7546337,7613681
1882781,-100611,-4780,13,37213,-39355,76568
1882850,13949000,,6261000,1410138000,1057103000,239616000
1883085,7893000,,289989000,1278365000,335490000,763312000
1883313,-4723000,,,1859188000,413813000,1445375000
1883685,-33864000,,,4515813000,872915000,3642898000
1883814,-4552000,,239486000,1202929000,159130000,1030271000
1883835,-212664,,,28692556,10377640,14759026
1883984,-180000,,,9381000,-31360000,40741000
1884046,542329,,,108649720,-4946268,5550123
1884164,-92768,,206870,1478602,-2261497,3740099
1884516,-1669000,,,233169000,122696000,110473000
1885522,-67992000,,,256748000,228364000,28384000
1885968,20492000,,,2121396000,1064636000,1056760000
1886362,-383802,,1564,808996,746719,
1886894,-1946007,,,64497227,9108251,60894041
1887944,-9770000,,,227677000,,270318000
1888654,5280000,-14262000,,73409000,66262000,7147000
1888886,-46833000,,,866549000,824638000,41911000
1889112,559864,,,85973495,-20824413,21109500
1889123,-48879200,,,148548465,71875770,76672695
1889539,-664000000,,3572000000,390022000000,11980000000,377186000000
1889956,-24016000,,,867332000,412891000,355117000
1889983,568171,,,71800631,-4970445,5058507
1890361,413202,,,62249731,2904104,278705
1891101,-2888000,,,222890000,11173000,178705000
1891856,-301000,,,232363000,,188071000
1892316,-109104,463697,777720,2025417,998047,920639
1892322,-3086992,,3587026,10223007,1840921,9622720
1892492,-2548725,,,47633715,9710100,38338129
1892747,24976,,,22513195,-12547716,12616904
1893657,-345336,,,21654120,-2840373,24494493
1894057,-881821,,,1213799,-24128560,24315274
1894525,-402397,,,259904,-1760518,2020422
1894562,-51890000,,,328163000,106924000,221239000
1894954,-1151998,,2049331,9242433,3196604,6045829
1895249,-7018410,,,12754661,-27322635,38718469
1895262,108303000,,,7909961000,4657909000,3252052000
1895316,12118000,,,844613000,425961000,418652000
1895582,-412167,,,27619581,-15668960,43288541
1895618,-1191800,,23732,16103555,15649155,500748
1896212,-4753000,,,7714000,3080000,4634000
1897245,-565131,,295197,6531330,3594398,
1897463,2170157,,,238851311,-9416036,10059277
1897525,-16528,,0,47576,-286866,334442
1897762,69189000,83116000,,18628470000,3862703000,14765767000
1898474,-842994,,148358,1398522,-511802,1910324
1898496,-102572000,,,2566503000,592952000,1925407000
1898795,-19271000,,,128254000,97194000,31060000
1899017,10474000,11541000,,1033597000,459077000,574520000
1899287,-9371000,,11284000,118472000,70396000,48076000
1900520,-6202164,,,49285948,36599425,12686523
1900679,67961,,,7290839,-9542248,9605151
1901037,4564057,,,339517015,165477926,174039089
1901164,14223000,,,2265181000,1252813000,1012368000
1901203,773683,,4823448,73647206,11637293,5877633
1901336,-301497,,,12495260,-7144141,7703187
1901440,67000000,,,2878000000,970000000,1894000000
1901637,7658000,,,2677382000,225088000,2452294000
1901799,4193000,,164226000,89719000,,94311000
1902314,1630000,2139000,,37765000,33151000,4614000
1902649,9025050,,,1406058924,766739266,639319658
1902733,5562000,,,1650942000,1072218000,569995000
1903392,-185038,,,29793452,-8759023,8713503
1903464,64931,,,13676199,-6532792,6537687
1903595,-1067673,,,3708944,1606695,2102249
1904286,-1783779,,,1400338,1294165,106173
1905824,2877000,,,259906000,203870000,56036000
1905956,1259965,-232332,666521,30417481,29113114,1304367
1906324,-12700000,,692800000,6461600000,2997200000,3464400000
1906364,315350,-266,,81824532,316967,409745
1907108,-32656000,,,125690000,88115000,37575000
1907223,-2116726,,,2987266,755965,2348557
1907425,37042,,,5968,-31527,37495
1907982,-5421000,,,325600000,207389000,118211000
1910139,-102000000,,,12498000000,12049000000,449000000
1910975,-16448,,0,30456,-84276,0
1911066,15848000,,,1910661000,910065000,1000596000
1911321,9189275,,,906990191,514827007,392163184
1911467,-24273,-12565,0,229350,214153,15197
1912540,-17358,,0,1499,-77246,78745
1912582,-754903,,,13514278,5768924,7745354
1912954,-8025,,0,14767,6267,8500
1913577,-665000,-167306,,9147903,-43449000,10739217
1913724,43433000,,,3507288000,1728522000,1778766000
1913971,5378000,,,2318097000,266987000,2051110000
1914496,-259000,,12216000,640182000,278258000,341953000
1914605,1297000,,,1452191000,168578000,1283613000
1915328,66653,,,9485818,-7106354,7203472
1915380,-4556231,,,26610324,-12499532,12947371
1915657,-4000000,,,16542000000,9187000000,7289000000
1916099,26936000,,,1617841000,690935000,925406000
1916558,-1112,,12972,30398,30398,0
1916608,2578000,,,186046000,,26230000
1918080,-166000,,,3360,2796000,165525
1918661,-227688,,,9737055,-185366,1642124
1918712,94528000,,,14330930000,7441932000,6888998000
1919182,-93960,,0,960320,832790,127530
1919246,-1968000,,,911179,-4196000,5107013
1919369,3827000,,,667040000,314496000,352544000
1920406,-3749000,-4118000,170749,4994288,19593000,460543
1921865,-8461000,,1102000,90873659,42512697,45146553
1921963,44700000,,,1228100000,265300000,962800000
1922335,-472265,,1857774,3722550,2456636,1265914
1922858,-2750317,,6421371,16866480,-21043836,37910313
1923622,4363000,,,244941000,146107000,98834000
1923780,-2630729,,3437727,16494218,3910949,12583269
1925309,128107000,173641000,,8138273000,4111606000,4026667000
1925531,19454000,,,1590587000,,772655000
1926599,1483074,,,176596250,-5944978,6360400
1928446,9812000,,,1087436000,631413000,456023000
1929561,-31000000,,,3304000000,1587000000,
1930054,221684000,,,5875128000,,136336000
1930313,21502446,,,284605789,226446266,58283354
1930679,29178000,21640000,,1433487000,985683000,447804000
1932213,-1377044,-84042,,339340,17313,322027
1932393,564000000,,,33586000000,9187000000,24168000000
1932591,188000,,,39105000,,23087000
1933414,-42211000,,,354941000,341555000,
1933567,-2278684,,,3029809,258479,2771330
1934245,-525000,,,8230000,6198000,2032000
1934642,-6587000,,,68626418,67090500,1640020
1934850,-21000000,,908000000,88007000000,4363000000,83522000000
1934945,-450825,,,28124282,-6863516,8022242
1935033,-4238,-10254,,23148,-71838,94986
1935092,-1148081,,,3727247,-654115,4339907
1935979,-221677000,,,458946000,259495000,199451000
1936224,-18466000,,,105273000,-135637000,240910000
1936258,-39527000,,,818413000,777363000,41050000
1936756,-1153672,,3064,1264768,-52984499,54249267
1937653,-22636000,,,425522000,324967000,100555000
1937891,-77177,,,18478621,-2408902,2159859
1937926,507000000,,1081000000,14966000000,8489000000,4073000000
1937993,-3845380,,,7953262,6113096,1840166
1938046,-4839391,,109306,21753857,20251840,1503196
1938338,-1125204,,4341720,56289085,,46033272
1938569,-985169,,,18220,-991653,336989
1938570,-61644,,,18207,-318764,336971
1938571,-603084,,,2854004,1745264,1108740
1939365,-2415036,-3966722,,20660931,3003956,17656975
1939433,-381000,,7427000,375013000,162769000,204813000
1940243,-20916,-57858,1200,208215,-247551,455766
1941029,-1383874,-907904,,8287598,4129783,4157815
1941360,-18229,-5009,9750,51234,-27479,78713
1941365,13300000,,660300000,2955800000,1306700000,1649100000
1941536,-15538000,,,275602000,-347368000,236230000
1942722,-5612,,,208853617,785022,12537136
1943289,-19273000,,,138135000,83593000,54542000
1943802,-603000,,,592643000,61226000,531417000
1943896,-102104000,,,1474606000,-556530000,2031136000
1944013,107100000,,557600000,2622100000,1756900000,862900000
1944048,322000000,,,26257000000,10053000000,16204000000
1944212,452085,,,53690884,-2500178,2569041
1944366,102368000,,,6907610000,4626384000,1944223000
1944558,2668000,,,975236000,667690000,307546000
1944831,7491000,,,667116000,292981000,374135000
1945422,-47787,,,41588669,-7480972,7484158
1945619,-223891,,67871,165676,-1183472,1349148
1946021,71454,,,22019402,-4902302,5016861
1946563,-1876549,,163552,5977867,4110235,1948978
1946573,-1038000,,580000,2563591,1529000,1034541
1946997,-117000,,9149000,517729000,-558000,304570000
1947016,-2653107,,0,12641612,,
1947210,-3276000,,5195000,12820000,2801000,10019000
1947244,-1291596,,,4195815,3325954,869861
1947861,-2019811,,1106819,9826866,-15408208,25235074
1948056,96422000,,,4068526000,,235369000
1948455,-10856495,-7998643,26190725,115727726,14785122,100942604
1948864,-712410,,,34085209,2125091,31960118
1950803,26588000,,,1946742929,1069797000,876945283
1950976,8781000,,,997544000,469029000,528515000
1951276,537000,1021000,,1073907000,195068000,878839000
1951667,-753909,,,11858464,11879948,2628295
1952073,8036000,75893000,242465000,1739412000,9526000,1729886000
1952853,-2088707,,,46350349,19902033,26448316
1952976,492000,,29213000,784105000,582123000,197876000
1953021,-2477900,,7736200,17303500,11920800,5382700
1953366,-7604000,,14624000,618236000,316138000,281867000
1953926,-33573000,,10000000,333766000,284317000,49449000
1953984,1033000,,48936000,67877000,,50870000
1954360,3335000,,,411579000,187945000,223634000
1955010,24350000,,,461560000,450088000,11472000
1955520,-68710000,,353471000,3280707000,1407584000,1873123000
1956648,406402,,,70907164,-1468802,2531405
1956741,-809354,-1005030,557915,6385719,1645780,4739939
1956744,-646586,,,5810762,4982716,828046
1956955,-3266279,,2042300,17280416,15895002,1385414
1957845,281378000,,,6137795000,,368323000
1958086,-154000,,,586243000,253388000,
1958140,-41391000,,,1681439000,486121000,1183273000
1958777,-4966000,,,11426000,2350000,9076000
1959023,-2179993,,18170,13105776,,12804648
1959568,3934000,,,377076000,,201001000
1959585,-18975,-15799,,130002,111842,18160
1959604,8739000,,,917631000,,524626000
1959961,-138000,,,5632000,5539000,93000
1960262,-540943,,,252933,-2752716,3005649
1960847,-528475,,3811610,12462673,10074119,2388554
1962011,-1262000,,,7937000,7132000,
1962481,-918382,,,14111183,3881039,10230144
1963088,-2902828,-419690,2543103,60892833,-13956870,68968987
1964333,27201000,,,7838090000,758000000,7080090000
1964738,137000000,,2070000000,14527000000,3262000000,11265000000
1964789,-133889000,,,1571883000,959994000,584188000
1964979,-1501000,,,38414000,-69790000,108204000
1965040,-562900000,,,3121100000,858800000,2262300000
1965934,2031000,,,1029153000,475940000,553213000
1966394,6005000,,32597000,1679235000,924042000,745225000
1966983,-11526000,,,1018498000,625500000,83486000
1967656,285000,,,205006000,37412000,167594000
1967680,225000000,,,6645000000,2302000000,
1968487,13800000,12800000,687400000,1799700000,1012300000,656600000
1968915,26000000,,,3748000000,1537000000,2211000000
1969475,143915,,,40502066,-3900368,4031257
1970509,2275706,,,252533642,-9518865,9657177
1970622,51832000,,0,77075000,,97334000
1971213,-156000000,,776000000,5779000000,436000000,5411000000
1971381,13725000,,,1129801000,1096509000,33292000
1971532,-2179828,,,491188,-161105,652294
1971543,-33137000,,,132079000,107887000,24192000
1972529,-3755053,-1659240,45844322,178040543,30176541,147864002
1973056,-2039997,,,9620204,-2600374,2848469
1973266,58408000,31005000,1268800000,15010070000,4162000000,4815200000
1973476,3903000,,,373705000,221363000,152342000
1974138,14000000,41000000,,5739000000,275000000,5461000000
1974395,-1260000,,,3574000,418000,3156000
1974640,-55339000,,,714162000,,40800000
1975218,876496,,,336708201,-15848015,17444640
1975736,13961000,9247000,,699084000,485500000,213584000
1976663,-134851,-159758,0,180849,-216165,397014
1976719,6389000,,,399066000,,65729000
1976927,11664000,,,2898545000,546203000,2228001000
1978111,-3812,-3429,1653,59233,-7716,
1978528,-193671,,,18707494,-3598387,3932885
1979005,184662,,,43602847,-2367724,2375746
1979306,387000,,,203818351,201495000,2323210
1979330,12655000,,,5242157000,739611000,4502546000
1979414,-32326016,,39990,8441691,-9623645,
1980088,15886000,,226768000,2242102000,,
1981535,-975000,,742000,2777729,2085000,693113
1981599,-17937000,,,1992617000,536549000,1451386000
1981792,10533000,156318000,199328000,9289379000,2788162000,6434319000
1982518,2683000,,,513919000,76865000,106756000
1983514,2249000,,,287308000,156517000,130791000
1983736,1995694,,3681520,6343073,3562583,2780490
1984086,-21476000,,,434020000,-400266000,33754000
1985375,1537313,,,99921387,96168029,3753358
1985554,1302,12453,13165,80013,62905,
1985840,-1733048,,,13109208,13106337,2871
1986817,-54039,,,1912809,-94039,2006848
1987221,6713000,,,579914000,272480000,307434000
1987731,-697032,,,44095264,20141756,23953508
1988494,-833000,-2997000,16243000,860835000,324664000,345244000
1989788,-23484,-4174,0,12824,11172,1651
1989817,21230000,,,1374937000,810606000,564331000
1990354,29269000,,,4619178000,3125912000,1493266000
1990446,-113707,,0,988748,-3302692,
1991792,-34452000,,,728181000,704758000,23423000
1992508,-9861010,,,8407804,8403421,4383
1993004,76940000,80552000,466630000,8101411000,2896368000,5205043000
1994373,-9391,-10784,,28040,19640,8400
1994624,-17905240,,346050,5102340,,55571646
1994702,-44635000,,,260655000,224010000,36645000
1995569,-11434786,,,13737936,13734586,3350
1995807,6464000,,,1037105000,216969000,387443000
1996192,-1070796,-1946820,497276,9939763,749788,9189975
1996210,-564000,,2240000,23765000,-7650000,29031000
1996810,254000000,,,51559000000,8607000000,41887000000
1996862,201000000,602000000,11643000000,26660000000,10578000000,
1997296,-5102408,,,5657866,,3510312
1997652,-6657000,-14167000,0,381522954,239846322,56188250
1997859,-22389000,,,1936910000,1467547000,384358000
1998387,-53000,,,121961000,72338000,49623000
1999001,-219718000,,202057000,9163917000,1833780000,
1999480,-15169000,,,171915000,139096000,32819000
1999538,114193,0,,6005,6000,5
1999784,5622000,,12997000,1132118000,723856000,380572000
2000178,15316000,,,1478805000,1106654000,372151000
2000597,8784000,,,581661000,503329000,78332000
2000640,-25163438,30221108,81411,8663925,-21291457,29171382
2000775,658379,,,72800437,-2279439,2484701
2001184,28472000,,1277150000,5494400000,750228000,4738127000
2001557,-142997000,-61754000,,660419000,261498000,105947000
2002038,1942553,,,213856620,-5393430,7043750
2002473,11425000,,122716000,1753072000,390954000,1361709000
2005951,384000000,,,44649000000,17864000000,26760000000
2006291,2714137,,,301881515,-7419172,10180448
2006758,8895000,,,980474000,,594020000
2006815,2433145,,,262292443,-11630117,12131174
2006986,-7713000,,,41338000,12399000,28939000
2007587,38096000,8399000,71886000,1134748000,186058000,948690000
2007596,1338000,8152000,,330530000,75214000,50473000
2007825,-5985000,,8303000,170882,-187255000,
2007919,-43311000,,0,242639000,94443000,148196000
2009183,-78292,,,509241,-306532,
2009312,266212,,,12784340,11247542,1536798
2009684,-31888000,,,718414000,531159000,177355000
2010653,454300,,,60427482,7047909,141333
2010788,-1856421,,,11525692,8881631,2644061
2010930,2900293,,,299561536,-13110974,13816552
2010982,-25550,-16220,51101,14580,-357237,371817
2011134,13917,,37633,79936,18926,
2011208,-3965017,,,3686590,2643360,1043230
2011498,4988000,3273000,,741185000,269468000,471717000
2011514,-21864000,,,58792000,43259000,15679000
2011641,345000000,276000000,7213000000,17265000000,5423000000,11734000000
2011954,-12112000,,,544223000,-101854000,646077000
2012318,-80334,,,535300,-141130,676430
2012383,1510000000,,,141942000000,48036000000,91752000000
2012593,-24063000,,,302053000,285836000,16217000
